Title,Rating,Director,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
Sabki Bajegi Band,5.3,Anirudh Chawla,Swara Bhaskar,Shaurya Chauhan,Jhanvi Desai,Nisha Lalwani,Comedy,Drama            ,
Ek Vivaah... Aisa Bhi,5.3,Kaushik Ghatak,Isha Koppikar,Sonu Sood,Anand Abhyankar,Daman Baggan,Drama,Romance            ,
Phhir,5.3,Girish Dhamija,Rajniesh Duggall,Roshni Chopra,Monica,Adah Sharma,Drama,Mystery,Romance            
Life Is Beautiful,5.3,Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi,Parth Naik,Comedy,Romance            ,
High Jack,5.3,Akarsh Khurana,Sumeet Vyas,Mantra Mugdh,Sonnalli Seygall,Boloram Das,Comedy            ,,
Lucky Kabootar,5.3,Shammi Chhabra,Arvinder Bhatti,Shradha Das,Rimple Dhindsa,Rose J. Kaur,Comedy            ,,
Heropanti,5.3,Sabir Khan,Tiger Shroff,Kriti Sanon,Parthaa Akerkar,Anuradha Chandan,Action,Romance            ,
Bajatey Raho,5.3,Shashant Shah,Tusshar Kapoor,Vinay Pathak,Ranvir Shorey,Dolly Ahluwalia,Comedy,Drama,Thriller            
Love Exchange,5.3,Raj Shetty,Mohit Madaan,Jyoti Sharma,Shama Deshpande,Prerna Gupta,Romance            ,,
Saawariya,5.3,Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Salman Khan,Rani Mukerji,Drama,Musical,Romance            
Mere Baap Pehle Aap,5.3,Priyadarshan,Paresh Rawal,Akshaye Khanna,Genelia D'Souza,Om Puri,Comedy,Drama,Romance            
It's a Wonderful Afterlife,5.3,Gurinder Chadha,Sanjeev Bhaskar,Steve Morphew,Steve Jones,Jamie Sives,Comedy,Drama,Fantasy            
Luv U Alia,5.3,Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep,P. Ravi Shankar,Family,Romance            ,
Naqaab,5.3,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna,Urvashi Sharma,Crime,Drama,Romance            
De Dana Dan,5.3,Priyadarshan,Akshay Kumar,Sunil Shetty,Katrina Kaif,Sameera Reddy,Comedy,Crime            ,
Crazy Cukkad Family,5.3,Ritesh Menon,Swanand Kirkire,Shilpa Shukla,Kushal Punjabi,Siddharth Sharma,Comedy            ,,
Toh Baat Pakki!,5.2,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhry,Vatsal Sheth,Comedy,Drama            ,
Kismat Konnection,5.2,Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra,Om Puri,Comedy,Drama,Romance            
Mirza Juuliet,5.2,Rajesh Ram Singh,Darshan Kumaar,Piaa Bajpai,Priyanshu Chatterjee,Swanand Kirkire,Drama            ,,
Mona_Darling,5.2,Shashi Sudigala,Anshuman Jha,Divya Menon,Suzanna Mukherjee,Sanjay Suri,Horror,Thriller            ,
Lafangey Parindey,5.2,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav,Manish Chaudhary,Action,Drama,Romance            
Overtime,5.2,Ajay Yadav,Frank M. Ahearn,Ramnita Chaudhry,Preeti Chauhan,Divya Dutta,Drama            ,,
Rangrezz,5.2,Priyadarshan,Jackky Bhagnani,Priya Anand,Rajpal Yadav,Amitosh Nagpal,Action,Drama            ,
Roadside Romeo,5.2,Jugal Hansraj,Saif Ali Khan,Kareena Kapoor,Javed Jaffrey,Vrajesh Hirjee,Animation,Adventure,Comedy            
Heartless,5.2,Shekhar Suman,Adhyayan Suman,Ariana Ayam,Deepti Naval,Om Puri,Drama,Family,Romance            
R... Rajkumar,5.2,Prabhu Deva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,Ashish Vidyarthi,Action            ,,
Masti Express,5.2,Vikram Pradhan,Rajpal Yadav,Johnny Lever,Divya Dutta,Jaikumar Banotia,Adventure,Comedy,Drama            
One Two Three,5.2,Ashwani Dhir,Tusshar Kapoor,Sunil Shetty,Paresh Rawal,Esha Deol,Comedy,Crime            ,
Main Tera Hero,5.2,David Dhawan,Varun Dhawan,Ileana D'Cruz,Nargis Fakhri,Arunoday Singh,Action,Comedy,Romance            
Break Ke Baad,5.2,Danish Aslam,Deepika Padukone,Imran Khan,Lillete Dubey,Sharmila Tagore,Comedy,Drama,Romance            
Main Aur Mr. Riight,5.2,Adeeb Rais,Barun Sobti,Shenaz Treasury,Kavi Shastri,Danny Sura,Comedy,Romance            ,
Turning 30!!!,5.2,Alankrita Shrivastava,Gul Panag,Purab Kohli,Sid Makkar,Jeneva Talwar,Comedy,Drama,Romance            
Fox,5.2,Deepak Tijori,Arjun Rampal,Sunny Deol,Udita Goswami,Sagarika Ghatge,Crime,Drama,Mystery            
Note Pe Chot at 8-11,5.2,Imran Khan,Manoj Bakshi,Priya Choudhury,Disha Sachdeva,Inderpal Singh,Comedy            ,,
Jhootha Kahin Ka,5.2,Smeep Kang,Rishi Kapoor,Jimmy Sheirgill,Sunny Singh Nijjar,Omkar Kapoor,Comedy            ,,
Jaanisaar,5.2,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,Dalip Tahil,Drama,Romance            ,
Milan Talkies,5.2,Tigmanshu Dhulia,Ali Fazal,Ashutosh Rana,Tigmanshu Dhulia,Sanjay Mishra,Drama            ,,
Life Partner,5.2,Rumi Jaffery,Govinda,Fardeen Khan,Tusshar Kapoor,Genelia D'Souza,Comedy,Drama,Romance            
5 Ghantey Mien 5 Crore,5.2,Faisal Saif,Nassar Abdulla,Shawar Ali,Rashid Khan,Sameer Khan,Thriller            ,,
Baabarr,5.2,Ashu Trikha,Mithun Chakraborty,Om Puri,Sohum Shah,Urvashi Sharma,Action,Crime,Drama            
Dear Maya,5.2,Sunaina Bhatnagar,Manisha Koirala,Madiha Imam,Shreya Chaudhary,Sahiba Bali,Drama,Romance            ,
Boss,5.1,Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty,Ronit Roy,Action            ,,
Salaam-E-Ishq,5.1,Nikkhil Advani,Salman Khan,Priyanka Chopra,Anil Kapoor,Juhi Chawla,Comedy,Drama,Musical            
Aao Wish Karein,5.1,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri,Tiku Talsania,Comedy,Family,Fantasy            
Hostel,5.1,Manish Gupta,Vatsal Sheth,Tulip Joshi,Mukesh Tiwari,Nagesh Bhonsle,Action,Crime,Drama            
Bumper Draw,5.1,Irshad Khan,Seema Azmi,Narendra Bedi,Reena Charnya,Bomie E. Dotiwala,Comedy            ,,
Sanam Teri Kasam,5.1,Lawrence D'Souza,Saif Ali Khan,Atul Agnihotri,Pooja Bhatt,Sheeba,Action,Drama,Romance            
Thackeray,5.1,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,Sanjay Narvekar,Biography,Drama            ,
Yeh Dooriyan,5.1,Deepshika Nagpal,Deepshika Nagpal,Inder Kumar,Delnaaz Irani,Chitrashi Rawat,Drama,Romance            ,
Daas Dev,5.1,Sudhir Mishra,Yogesh Raj Mishra,Rahul Bhat,Richa Chadha,Anil George,Drama,Thriller            ,
Aagey Se Right,5.1,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,Kay Kay Menon,Comedy,Crime,Drama            
Game,5.1,Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher,Boman Irani,Action,Crime,Drama            
Golmaal Returns,5.1,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Arshad Warsi,Tusshar Kapoor,Comedy,Crime            ,
What the Fish,5.1,Gurmmeet Singh,Manu Rishi Chadha,Naresh Gosain,Dimple Kapadia,Deepti Pujari,Adventure,Comedy,Drama            
Warrior Savitri,5.0,Param Gill,Niharica Raizada,Rajat Barmecha,Lucy Pinder,Tim Man,Action,Thriller            ,
Fredrick,5.0,Rajesh Butalia,Avinash Dhyani,Prashant Narayanan,Tulna Butalia,Anna Ador,Action,Thriller            ,
Strangers,5.0,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon,Sonali Kulkarni,Nandana Sen,Drama,Romance,Thriller            
Gori Tere Pyaar Mein!,5.0,Punit Malhotra,Imran Khan,Kareena Kapoor,Nizhalgal Ravi,Anupam Kher,Comedy,Drama,Romance            
Bullett Raja,5.0,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Vidyut Jammwal,Jimmy Sheirgill,Action,Crime,Drama            
Ek Haseena Thi Ek Deewana Tha,5.0,Suneel Darshan,Shiv Darshan,Natasha Fernandez,Upen Patel,Lalit Tiwari,Drama            ,,
Jack & Dil,5.0,Sachin P. Karande,Amit Sadh,Arbaaz Khan,Sonal Chauhan,Evelyn Sharma,Comedy,Family            ,
Mumbai Salsa,5.0,Manoj Tyagi,Linda Arsenio,Shaurya Chauhan,Alisha Chinai,Vir Das,Comedy,Drama            ,
Not a Love Story,5.0,Ram Gopal Varma,Deepak Dobriyal,Mahie Gill,Zakir Hussain,Darshan Jariwala,Crime,Drama,Thriller            
Acid Factory,5.0,Suparn Verma,Fardeen Khan,Dia Mirza,Manoj Bajpayee,Aftab Shivdasani,Action,Crime,Mystery            
Baaghi 2,5.0,Ahmed Khan,Tiger Shroff,Disha Patani,Manoj Bajpayee,Randeep Hooda,Action,Thriller            ,
Banjo,5.0,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar,Ram Menon,Action,Drama,Music            
Kuchh Kariye,5.0,Jagbir Dahiya,Abhay Bhargav,Suresh Chatwal,Dinesh Hingoo,Ahmed Khan,Adventure,Drama,Music            
Rock On 2,5.0,Shujaat Saudagar,Farhan Akhtar,Shraddha Kapoor,Arjun Rampal,Purab Kohli,Drama,Music            ,
Aa Dekhen Zara,5.0,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,Rahul Dev,Action,Sci-Fi,Thriller            
Bazaar E Husn,5.0,Ajay Mehra,Ahmed Faisal Inam,Reshmi Ghosh,Jeet Goswami,Om Puri,Drama            ,,
Love Kaa Taddka,5.0,Rajan Waghdhare,Ahmed Faisal Inam,Sammir Dattani,Nauheed Cyrusi,Bhakhatyar Irani,Comedy,Drama            ,
Tum Mile,4.9,Kunal Deshmukh,Emraan Hashmi,Soha Ali Khan,Mantra,Prerna Chawla,Drama,Romance            ,
Freaky Ali,4.9,Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Amy Jackson,Asif Basra,Comedy,Sport            ,
Uvaa,4.9,Jasbir Bhaati,Mohit Baghel,Sheena Bajaj,Manish Chaudhary,Lavin Gothi,Comedy,Drama            ,
Lekar Hum Deewana Dil,4.9,Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola,Nishikant Dixit,Comedy,Romance            ,
Ragini MMS,4.9,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul,Janice,Drama,Horror,Mystery            
Warning,4.9,Gurmmeet Singh,Santosh Barmola,Jitin Gulati,Sumit Suri,Suzana Rodrigues,Adventure,Thriller            ,
Anna,4.9,Shashank Udapurkar,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo,Rajit Kapoor,Biography            ,,
Don Muthu Swami,4.9,Ashim S. Samanta,Mithun Chakraborty,Ali Asgar,Arun Bakshi,Rakesh Bedi,Comedy,Drama            ,
Daddy Cool,4.9,Aashiq Abu,Mammootty,Ashish Vidyarthi,Lena,Richa Pallod,Drama            ,,
Maximum,4.9,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,Neha Dhupia,Vinay Pathak,Action,Crime,Drama            
Get Educated: Paathshaala,4.9,Milind Ukey,Nana Patekar,Shahid Kapoor,Ayesha Takia,Sushant Singh,Drama,Family            ,
Darr @ the Mall,4.9,Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria,Vikram Raj Bhardwaj,Horror,Thriller            ,
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,4.9,Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla,Sanjay Dadheech,Comedy,Drama            ,
Four Pillars of Basement,4.9,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain,Anant Jao,Action,Mystery,Thriller            
Murder 3,4.9,Vishesh Bhatt,Randeep Hooda,Aditi Rao Hydari,Sara Loren,Rajesh Shringarpore,Drama,Mystery,Thriller            
Jigariyaa,4.9,Raj Purohit,Harshvardhan Deo,Cherry Mardia,Deepak Chadha,Sorabh Chauhan,Drama            ,,
Dhan Dhana Dhan Goal,4.9,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu,Boman Irani,Drama,Sport            ,
Yamla Pagla Deewana Phir Se...,4.8,Navaniat Singh,Dharmendra,Sunny Deol,Bobby Deol,Kriti Kharbanda,Action,Comedy            ,
Ek: The Power of One,4.8,Sangeeth Sivan,Bobby Deol,Shriya Saran,Kulbhushan Kharbanda,Sachin Khedekar,Action,Drama,Thriller            
1920: Evil Returns,4.8,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Irma Jämhammar,Sharad Kelkar,Drama,Horror,Romance            
Luck,4.8,Soham Shah,Mithun Chakraborty,Sanjay Dutt,Imran Khan,Ravi Kishan,Action,Adventure,Drama            
Tum Bin 2,4.8,Anubhav Sinha,Neha Sharma,Aditya Seal,Aashim Gulati,Mouni Roy,Drama,Romance            ,
Mittal v/s Mittal,4.8,Karan Razdan,Hazel Croney,Gulshan Grover,Iravati Harshe,Suchitra Krishnamoorthi,Drama            ,,
Mastram,4.8,Akhilesh Jaiswal,Rahul Bagga,Tara-Alisha Berry,Aakash Dahiya,Istiyak Khan,Biography,Drama            ,
Thoda Pyaar Thoda Magic,4.8,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,Akshat Chopra,Comedy,Drama,Family            
Titoo MBA,4.8,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal,Nandini Singh,Comedy,Romance            ,
Nawabzaade,4.7,Jayesh Pradhan,Dharmesh Yelande,Punit Pathak,Raghav Juyal,Isha Rikhi,Comedy,Romance            ,
Idiot Box,4.7,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt,Milind Gunaji,Upasna Singh,Comedy,Drama            ,
Bheja Fry 2,4.7,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,Rukhsar Rehman,Comedy,Drama            ,
Dhara 302,4.7,Jitendra Singh Naruka,Dipti Dhotre,Dipti,Pradeep Kabra,Rufy Khan,Drama            ,,
Guddu Ki Gun,4.7,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar,Aparna Sharma,Comedy            ,,
Chance Pe Dance,4.7,Ken Ghosh,Shahid Kapoor,Genelia D'Souza,Mohnish Bahl,Satish Shah,Comedy,Drama,Musical            
Badlapur Boys,4.7,Shailesh Verma,Annu Kapoor,Anupam Maanav,Saranya Mohan,Nishan,Drama            ,,
Prakash Electronic,4.7,Manoj Sharma,Hrishitaa Bhatt,Vrajesh Hirjee,Manoj Joshi,Sanjay Mishra,Comedy            ,,
Khandaani Shafakhana,4.7,Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma,Priyansh Jora,Comedy,Drama            ,
Super Nani,4.7,Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor,Anupam Kher,Comedy,Drama,Family            
Zindagi Tere Naam,4.7,Ashu Trikha,Mithun Chakraborty,Ranjeeta Kaur,Priyanka Mehta,Ashish Sharma,Romance            ,,
Chhodon Naa Yaar,4.7,Dilip Sood,Jimmy Sheirgill,Kim Sharma,Farid Amiri,Kabir Sadanand,Thriller            ,,
Sadiyaan: Boundaries Divide... Love Unites,4.6,Raj Kanwar,Rekha,Hema Malini,Javed Sheikh,Avtar Gill,Drama,Romance            ,
Kidnap,4.6,Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba,Vidya Malvade,Action,Crime,Drama            
Aladin,4.6,Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt,Riteish Deshmukh,Jacqueline Fernandez,Action,Adventure,Fantasy            
Marega Salaa,4.6,Devang Dholakia,Jimmy Sheirgill,Kim Sharma,Hrishitaa Bhatt,Rahul Handa,Crime,Drama,Mystery            
Charlie Kay Chakkar Mein,4.6,Manish Srivastav,Naseeruddin Shah,Nishant Lal,Disha Arora,Amit Sial,Thriller            ,,
Badmashiyaan,4.6,Amit Khanna,Sidhant Gupta,Suzanna Mukherjee,Gunjan Malhotra,Sharib Hashmi,Comedy,Romance            ,
Qasam Se Qasam Se,4.6,Ashfaque Makrani,Faith,Farhan,Satish Kaushik,Sandeep Kochar,Romance            ,,
Chal Chala Chal,4.6,Rajeev Kumar,Asrani,Asif Basra,Govinda,Manoj Joshi,Action,Comedy,Crime            
Ishq Junoon: The Heat is On,4.6,Sanjay Sharma,Divya Singh,Rajbeer Singh,Raj Aryan,Reshad Delawar Khan,Romance,Thriller            ,
Tamanchey: Pyar Mein Dil Pe Maar De Goli,4.6,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh,Vijay Pande,Crime,Romance            ,
A Flat,4.6,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,Kaveri Jha,Drama,Horror,Romance            
Genius,4.6,Anil Sharma,Utkarsh Sharma,Ishita Chauhan,Mithun Chakraborty,Ayesha Jhulka,Action,Thriller            ,
Once Upon a Time in Mumbai Dobaara!,4.6,Milan Luthria,Akshay Kumar,Imran Khan,Sonakshi Sinha,Sonali Bendre,Action,Crime,Drama            
Happy Phirr Bhag Jayegi,4.6,Mudassar Aziz,Sonakshi Sinha,Diana Penty,Jimmy Sheirgill,Ali Fazal,Comedy            ,,
Mirzya,4.6,Rakeysh Omprakash Mehra,Harshvardhan Kapoor,Saiyami Kher,Art Malik,Anuj Choudhry,Action,Adventure,Drama            
What's Your Raashee?,4.6,Ashutosh Gowariker,Harman Baweja,Priyanka Chopra,Anjan Srivastav,Manju Singh,Comedy,Drama,Romance            
"I, Me aur Main",4.6,Kapil Sharma,John Abraham,Chitrangda Singh,Prachi Desai,Zarina Wahab,Comedy,Drama,Musical            
Pal Pal Dil Ke Paas,4.6,Sunny Deol,Karan Deol,Sahher Bambba,Simone Singh,Sachin Khedekar,Action,Drama,Romance            
Revolver Rani,4.6,Sai Kabir,Kangana Ranaut,Vir Das,Zakir Hussain,Jami Jafry,Action,Comedy,Crime            
Cigarette Ki Tarah,4.5,Akashaditya Lama,Ashok Banthia,Sudesh Berry,Yuvika Chaudhry,Prashant Narayanan,Romance,Thriller            ,
Muskurake Dekh Zara,4.5,P. Som Shekar,Mukesh Bhatt,Rajshree Choudhary,Arijit Sen Gupta,Om Katare,Comedy,Horror,Romance            
Chor Bazaari,4.5,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi,Ankkit Narrayan,Comedy            ,,
Mere Genie Uncle,4.5,Ashish Bhavsar,Yash Acharya,Navina Bole,Hetvi Charla,Pankaj Kalra,Comedy            ,,
Hate Story 3,4.5,Vishal Pandya,Sharman Joshi,Karan Singh Grover,Zareen Khan,Daisy Shah,Drama,Thriller            ,
My Friend Ganesha 3,4.5,Rajiv S. Ruia,Rahul Pendkalkar,Baba Sehgal,Makarand Anaspure,Eva Grover,Animation,Action,Comedy            
Ebn-e-Batuta,4.5,Varun Middha,Omkar Das Manikpuri,Rajeev Verma,Dev Gohar,Satya Khare,Sci-Fi            ,,
Dil Bole Hadippa!,4.5,Anurag Singh,Shahid Kapoor,Rani Mukerji,Anupam Kher,Dalip Tahil,Comedy,Drama,Sport            
India's Most Wanted,4.4,Raj Kumar Gupta,Arjun Kapoor,Sudev Nair,Rajesh Sharma,Prasanth,Action,Thriller            ,
Delhii Heights,4.4,R. Anand Kumar,Jimmy Sheirgill,Neha Dhupia,Kamini Khanna,Madhavan,Drama,Romance            ,
Aazaan,4.4,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar,Samy Gharbi,Action,Drama,Mystery            
LoveShhuda,4.4,Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra,Naveen Kasturia,Comedy,Romance            ,
Jaane kyun de yaaron,4.4,Akshay Anand,Akshay Anand,Kabir Bedi,Hitesh Bhardwaj,Abhay Bhargav,Drama            ,,
Issaq,4.4,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,Prashant Narayanan,Drama,Romance            ,
Love Games,4.3,Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora,Hiten Tejwani,Thriller            ,,
Yea Toh Two Much Ho Gayaa,4.3,Anwer Khan,Jimmy Sheirgill,Pooja Chopra,Arbaaz Khan,Bruna Abdullah,Action,Comedy,Drama            
Jabariya Jodi,4.3,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,Sanjay Mishra,Action,Comedy,Drama            
Tere Bin Laden: Dead Or Alive,4.3,Abhishek Sharma,Manish Paul,Pradhuman Singh,Sikander Kher,Parthaa Akerkar,Comedy            ,,
Saheb Biwi Aur Gangster 3,4.3,Tigmanshu Dhulia,Sanjay Dutt,Jimmy Sheirgill,Mahie Gill,Chitrangda Singh,Action,Crime,Drama            
Fraud Saiyyan,4.3,Sourabh Shrivastava,Arshad Warsi,Saurabh Shukla,Flora Saini,Sara Loren,Comedy,Drama            ,
Bombairiya,4.3,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhanth Kapoor,Ravi Kishan,Comedy,Crime,Drama            
Total Dhamaal,4.3,Indra Kumar,Ajay Devgn,Madhuri Dixit,Anil Kapoor,Riteish Deshmukh,Action,Adventure,Comedy            
Karar: The Deal,4.3,Sabir,Mahek Chahal,Tarun Arora,Shashi Wadia,Jyoti Rana,Thriller            ,,
Sooper Se Ooper,4.3,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi,Vir Das,Comedy            ,,
Welcome to Karachi,4.3,Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb,Kumud Pant,Action,Comedy,War            
Kushti,4.3,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri,Sharat Saxena,Comedy            ,,
Missing on a Weekend,4.3,Abhishek Jawkar,Dishank Arora,Akash Bathija,Dibyendu Bhattacharya,Shiva Dagar,Thriller            ,,
