Title,Rating,Director,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
Kill Dil,4.3,Shaad Ali,Ranveer Singh,Ali Zafar,Parineeti Chopra,Govinda,Action,Drama,Romance            
Grand Masti,4.3,Indra Kumar,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani,Karishma Tanna,Comedy,Drama,Romance            
Married 2 America,4.3,Dilip Shankar,Archana Joglekar,Akhilendra Mishra,Chetan Pandit,Ashok Samarth,Thriller            ,,
Rokkk,4.3,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa,Sachin Khedekar,Drama,Horror,Mystery            
Krazzy 4,4.2,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi,Rajpal Yadav,Comedy,Crime,Drama            
Raqeeb,4.2,Anurag Singh,Rahul Khanna,Sharman Joshi,Tanushree Dutta,Jimmy Sheirgill,Crime,Drama,Mystery            
1921,4.2,Vikram Bhatt,Zareen Khan,Karan Kundrra,Vikram Bhatt,Angela Krislinzki,Horror,Mystery,Romance            
Desi Kattey,4.2,Anand Kumar,Sasha Aagha,Tia Bajpai,Rajesh Bakshi,Jay Bhanushali,Action            ,,
Paying Guests,4.2,Paritosh Painter,Shreyas Talpade,Javed Jaffrey,Aashish Chaudhary,Vatsal Sheth,Comedy,Drama            ,
Junooniyat,4.2,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,Gulshan Devaiah,Hrishitaa Bhatt,Drama,Romance            ,
Dulha Mil Gaya,4.2,Mudassar Aziz,Sushmita Sen,Fardeen Khan,Ishita Sharma,Shah Rukh Khan,Comedy,Drama,Romance            
Mr. Singh/Mrs. Mehta,4.2,Pravesh Bhardwaj,Prashant Narayanan,Aruna Shields,Naved Aslam,Lucy Hassan,Drama            ,,
Trapped in Tradition: Rivaaz,4.2,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu,Saadhika Randhawa,Crime,Drama,Thriller            
No Problem,4.2,Anees Bazmee,Sanjay Dutt,Kangana Ranaut,Anil Kapoor,Sunil Shetty,Action,Comedy,Crime            
Khuda Kasam,4.2,K.C. Bokadia,Sunny Deol,Tabu,Beena Banerjee,Farida Jalal,Action,Crime,Drama            
Ishqeria,4.2,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha,Juby Devasia,Comedy,Romance            ,
Shirin Farhad Ki Toh Nikal Padi,4.2,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi,Kavin Dave,Romance            ,,
Hattrick,4.2,Milan Luthria,Nana Patekar,Danny Denzongpa,Paresh Rawal,Kunal Kapoor,Comedy,Drama,Romance            
Yuvvraaj,4.1,Subhash Ghai,Salman Khan,Anil Kapoor,Zayed Khan,Mithun Chakraborty,Comedy,Drama,Romance            
Ajab Gazabb Love,4.1,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala,Kiron Kher,Comedy,Romance            ,
Kamaal Dhamaal Malamaal,4.1,Priyadarshan,Shreyas Talpade,Nyra Banerjee,Nana Patekar,Paresh Rawal,Comedy,Drama            ,
1920 London,4.1,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,Surendra Pal,Horror,Mystery            ,
Loveyatri: Akh Lad Jaave,4.1,Abhiraj Minawala,Badshah,Warina Hussain,Asees Kaur,Jubin Nautiyal,Short,Music            ,
Raabta,4.1,Dinesh Vijan,Deepika Padukone,Kriti Sanon,Rajkummar Rao,Sushant Singh Rajput,Action,Adventure,Drama            
Arjun Patiala,4.1,Rohit Jugraj,Diljit Dosanjh,Kriti Sanon,Varun Sharma,Ronit Roy,Action,Comedy            ,
Hide & Seek,4.1,Shawn Arranha,Purab Kohli,Arjan Bajwa,Mrinalini Sharma,Ayaz Khan,Drama,Horror,Thriller            
The Zoya Factor,4.1,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor,Shoaib Ahmed,Comedy,Drama,Romance            
Thugs of Hindostan,4.0,Vijay Krishna Acharya,Amitabh Bachchan,Aamir Khan,Katrina Kaif,Fatima Sana Shaikh,Action,Adventure            ,
Direct Ishq,4.0,Rajiv S. Ruia,Rajniesh Duggall,Nidhi Subbaiah,Arjun Bijlani,Rajesh Shringarpure,Action,Comedy,Romance            
Chitkabrey,4.0,Suneet Arora,Ravi Kishan,Rahul Singh,Rajesh Shringarpore,Ssanjay Swaraaj,Drama,Mystery,Thriller            
Chandni Chowk to China,4.0,Nikkhil Advani,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,Mithun Chakraborty,Action,Comedy            ,
De Taali,4.0,Eeshwar Nivas,Aftab Shivdasani,Ayesha Takia,Riteish Deshmukh,Rimi Sen,Comedy,Drama,Romance            
Policegiri,4.0,K.S. Ravikumar,Sanjay Dutt,Prachi Desai,Prakash Raj,Om Puri,Action,Comedy            ,
Always Kabhi Kabhi,4.0,Roshan Abbas,Lillete Dubey,Satyajeet Dubey,Ali Fazal,Manoj Joshi,Comedy,Crime,Drama            
Noor,4.0,Sunhil Sippy,Sunny Leone,Sonakshi Sinha,Purab Kohli,Manish Chaudhary,Comedy,Drama            ,
Chamku,4.0,Kabeer Kaushik,Bobby Deol,Priyanka Chopra,Irrfan Khan,Akhilendra Mishra,Action,Crime,Thriller            
Pankh,3.9,Sudipto Chattopadhyay,Bipasha Basu,Lillete Dubey,Mahesh Manjrekar,Ronit Roy,Drama            ,,
Rama Rama Kya Hai Dramaaa,3.9,Chandrakant Singh,Neha Dhupia,Amrita Arora,Anupam Kher,Rati Agnihotri,Comedy,Drama,Romance            
Laali Ki Shaadi Mein Laaddoo Deewana,3.9,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan,Darshan Jariwala,Comedy,Drama,Musical            
Dangerous Ishhq,3.9,Vikram Bhatt,Karisma Kapoor,Rajniesh Duggall,Divya Dutta,Jimmy Sheirgill,Fantasy,Mystery,Romance            
Dongri Ka Raja,3.9,Hadi Abrar,Ronit Roy,Ashmit Patel,Gashmeer Mahajani,Reecha Sinha,Action,Drama,Romance            
Dobaara: See Your Evil,3.9,Prawaal Raman,Adil Hussain,Huma Qureshi,Madalina Bellariu Ion,Lisa Ray,Horror,Mystery            ,
Accident on Hill Road,3.9,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh,Rukhsar Rehman,Crime,Drama,Thriller            
Dil Juunglee,3.9,Aleya Sen,Taapsee Pannu,Saqib Saleem,Nidhi Singh,Srishti Shrivastava,Comedy,Romance            ,
Patel Ki Punjabi Shaadi,3.9,Sanjay Chhel,Rishi Kapoor,Paresh Rawal,Vir Das,Payal Ghosh,Comedy            ,,
Kaagaz Ke Fools,3.9,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen,Amit Behl,Comedy            ,,
Befikre,3.9,Aditya Chopra,Vaani Kapoor,Ranveer Singh,Elisa Bachir Bey,Akarsh Khurana,Comedy,Drama,Romance            
Balwinder Singh Famous Ho Gaya,3.8,Sunil Agnihotri,Asrani,Gabriela Bertante,Mikhill Chandiramani,Akram Khan,Comedy            ,,
Aasma: The Sky Is the Limit,3.8,Rohit Naiyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi,Mansi Dovhal,Drama            ,,
Ishq Forever,3.8,Sameer Sippy,Krishna Chaturvedi,Ruhi Singh,Javed Jaffrey,Lisa Ray,Romance            ,,
Darling,3.8,Ram Gopal Varma,Fardeen Khan,Esha Deol,Isha Koppikar,Mukesh Bhatt,Drama,Horror,Romance            
Ishkq in Paris,3.8,Prem Soni,Preity Zinta,Isabelle Adjani,Gaurav Chanana,Shekhar Kapur,Comedy,Romance            ,
Jaane Kahan Se Aayi Hai,3.8,Milap Zaveri,Priyanka Chopra,Akshay Kumar,Jacqueline Fernandez,Karan Johar,Comedy,Drama,Fantasy            
Yeh Hai Bakrapur,3.8,Janaki Vishwanathan,Anshuman Jha,Suruchi Aulakh,Asif Basra,Yoshika Verma,Comedy,Drama            ,
Kambakkht Ishq,3.8,Sabir Khan,Sylvester Stallone,Denise Richards,Whoopi Goldberg,Akshay Kumar,Action,Comedy,Romance            
Jashnn: The Music Within,3.8,Hasnain Hyderabadwala,Raksha Mistry,Adhyayan Suman,Shahana Goswami,Natasha Jain,Drama,Musical,Romance            
Aagaah: The Warning,3.8,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,Satish Kaushik,Drama,Horror,Thriller            
Tashan,3.8,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,Anil Kapoor,Action,Drama,Romance            
Dassehra,3.8,Manish Vatssalya,Neil Nitin Mukesh,Tina Desai,Manish Vatssalya,Govind Namdev,Action,Thriller            ,
Nirdosh,3.8,Subroto Paul,Pradeep Rangwani,Ashmit Patel,Manjari Fadnnis,Manisha Kelkar,Drama,Mystery,Thriller            
Dunno Y Na Jaane Kyun...,3.7,Sanjay Sharma,Zeenat Aman,Kabir Bedi,Hazel Croney,Helen,Drama,Romance            ,
Blue,3.7,Anthony D'Souza,Akshay Kumar,Sanjay Dutt,Lara Dutta,Zayed Khan,Action,Adventure,Thriller            
Hum Tum Shabana,3.7,Sagar Ballary,Tusshar Kapoor,Shreyas Talpade,Minissha Lamba,Mantra,Comedy,Crime,Drama            
"Good Boy, Bad Boy",3.7,Ashwini Chaudhary,Tusshar Kapoor,Emraan Hashmi,Isha Sharvani,Tanushree Dutta,Comedy,Musical,Romance            
Victory,3.7,Ajit Pal Mangat,Harman Baweja,Allan Border,Mike Hussey,Simon Jones,Drama,Sport            ,
Aashiqui.in,3.7,Shankhadeep,Ishaan Manhaas,Dheeraj Miglani,Priti Gandwani,Shubhi Ahuja,Drama,Romance            ,
Phamous,3.7,Karan Butani,Jimmy Sheirgill,Shriya Saran,Kay Kay Menon,Pankaj Tripathi,Comedy,Crime,Drama            
Jhoom Barabar Jhoom,3.7,Shaad Ali,Abhishek Bachchan,Preity Zinta,Bobby Deol,Lara Dutta,Drama,Romance            ,
Aksar 2,3.7,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey,Mukesh Hariawala,Crime,Drama,Mystery            
Besharam,3.6,Abhinav Kashyap,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor,Neetu Singh,Action,Comedy,Romance            
God Tussi Great Ho,3.6,Rumi Jaffery,Amitabh Bachchan,Salman Khan,Priyanka Chopra,Anupam Kher,Comedy,Drama,Fantasy            
I Love NY,3.6,Radhika Rao,Vinay Sapru,Sunny Deol,Kangana Ranaut,Prem Chopra,Comedy,Romance            ,
3G - A Killer Connection,3.6,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,Mrinalini Sharma,Horror,Sci-Fi,Thriller            
Happy Husbands,3.6,Jaiveer,Anay,Kurush Deboo,Mohit Ghai,Ahwaan,Comedy,Drama            ,
Main Aurr Mrs Khanna,3.6,Prem Soni,Salman Khan,Kareena Kapoor,Sohail Khan,Preity Zinta,Comedy,Drama,Romance            
Kalank,3.6,Abhishek Varman,Varun Dhawan,Alia Bhatt,Aditya Roy Kapoor,Madhuri Dixit,Drama,Romance            ,
Do Knot Disturb,3.6,David Dhawan,Govinda,Sushmita Sen,Riteish Deshmukh,Lara Dutta,Comedy,Drama            ,
Great Grand Masti,3.6,Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani,Comedy,Drama,Fantasy            
Click,3.5,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal,Rehan Khan,Drama,Horror,Mystery            
Prem Kaa Game,3.5,Ashok Kheny,Arbaaz Khan,Madhuri Bhattacharya,Tara Sharma,Johnny Lever,Comedy,Drama            ,
Victoria No. 203: Diamonds Are Forever,3.5,Ananth Narayan Mahadevan,Anupam Kher,Om Puri,Jimmy Sheirgill,Soniya Mehra,Comedy,Crime,Mystery            
Meinu Ek Ladki Chaahiye,3.5,Abhishek Bindal,Puru Chibber,Reecha Sinha,Rashee Bindal,Raghuvir Yadav,Comedy,Crime,Drama            
Zila Ghaziabad,3.5,Anand Kumar,Vivek Oberoi,Sanjay Dutt,Arshad Warsi,Paresh Rawal,Action,Crime,Thriller            
Cabaret,3.5,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha,Gulshan Devaiah,Gulshan Grover,Drama,Musical,Thriller            
Lateef,3.5,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma,Mukesh Tiwari,Action,Crime,Drama            
Jai Veeru: Friends Forever,3.5,Puneet Sira,Fardeen Khan,Kunal Khemu,Dia Mirza,Anjana Sukhani,Action,Adventure,Crime            
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,3.4,Apoorva Lakhia,Vivek Oberoi,Zayed Khan,Shriya Saran,Shabbir Ahluwalia,Action,Adventure,Drama            
Apartment: Rent at Your Own Risk,3.4,Jag Mundhra,Rohit Roy,Tanushree Dutta,Neetu Chandra,Mushtaq Khan,Drama,Mystery,Thriller            
Teri Bhabhi Hai Pagle,3.4,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,Mukul Dev,Action,Comedy            ,
Cash,3.4,Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan,Riteish Deshmukh,Action,Crime,Thriller            
O Teri,3.4,Umesh Bist,Pulkit Samrat,Bilal Amrohi,Sarah-Jane Dias,Mandira Bedi,Comedy,Drama            ,
Shortkut - The Con Is On,3.4,Neeraj Vora,Sanjay Dutt,Anil Kapoor,Amrita Rao,Akshaye Khanna,Comedy,Drama            ,
Kaafila,3.4,Amitoj Mann,Sunny Deol,Sudesh Berry,Sana,Smeep Kang,Action            ,,
Hate Story IV,3.3,Vishal Pandya,Lee Byford,Urvashi Rautela,Gulshan Grover,Vaunisha Kapoor,Crime,Drama,Thriller            
Anamika: The Untold Story,3.3,Ananth Narayan Mahadevan,Dino Morea,Minissha Lamba,Koena Mitra,Gulshan Grover,Drama,Romance,Thriller            
Hey Bro,3.3,Ajay Chandhok,Ganesh Acharya,Maninder Singh,Nupur Sharma,Prem Chopra,Action,Comedy,Drama            
Fool N Final,3.3,Ahmed Khan,Shahid Kapoor,Ayesha Takia,Vivek Oberoi,Sunny Deol,Action,Comedy,Crime            
Hello,3.3,Atul Agnihotri,Sharman Joshi,Amrita Arora,Sohail Khan,Isha Koppikar,Drama,Romance            ,
Munna Michael,3.3,Sabir Khan,Tiger Shroff,Nidhhi Agerwal,Nawazuddin Siddiqui,Sahil Anand,Action,Drama,Music            
Ramaa: The Saviour,3.3,Hadi Abrar,Sahil Khan,Tanushree Dutta,Meghan Jadhav,Koushtuv Ghosh,Action,Adventure,Drama            
Red: The Dark Side,3.3,Vikram Bhatt,Aftab Shivdasani,Celina Jaitly,Amrita Arora,Amin Hajee,Drama,Romance,Thriller            
Neighbours,3.3,Shyam Ramsay,Sunny Singh,Hritu,Gavie Chahal,Arbaaz Ali Khan,Horror            ,,
PM Narendra Modi,3.3,Omung Kumar,Vivek Oberoi,Boman Irani,Darshan Kumaar,Barkha Bisht,Biography,Drama            ,
5 Weddings,3.3,Namrata Singh Gujral,Nargis Fakhri,Rajkummar Rao,Bo Derek,Candy Clark,Comedy,Drama,Romance            
A Flying Jatt,3.2,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,Kay Kay Menon,Action,Adventure,Comedy            
Kisse Pyaar Karoon?,3.2,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk,Udita Goswami,Action,Comedy,Crime            
Kaalo,3.2,Wilson Louis,Aditya Srivastava,Swini Khara,Aditya Lakhia,Raj Arjun,Action,Drama,Horror            
Veere Di Wedding,3.2,Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Swara Bhaskar,Sumeet Vyas,Comedy            ,,
Phoonk 2,3.2,Milind Gadagkar,Sudeep,Amruta Khanvilkar,Ahsaas Channa,Anu Ansari,Drama,Horror,Mystery            
Zanjeer,3.2,Apoorva Lakhia,Ram Charan,Priyanka Chopra,Sanjay Dutt,Prakash Raj,Action,Drama            ,
Maan Gaye Mughall-E-Azam,3.1,Sanjay Chhel,Mallika Sherawat,Rahul Bose,Paresh Rawal,Kay Kay Menon,Comedy,Crime,Drama            
Creature,3.1,Vikram Bhatt,Bipasha Basu,Imran Abbas,Mukul Dev,Deep Raj Rana,Action,Horror,Sci-Fi            
Rakhtbeej,3.1,Anil Ballani,Julia Datt,Tinnu Anand,Mansi Dovhal,Jeeva,Thriller            ,,
Lottery,3.1,Hemant Prabhu,Abhijeet,Abhijeet Sawant,Rucha Gujrati,Manisha Kelkar,Crime,Drama,Mystery            
Admissions Open,3.0,K.D. Satyam,Anupam Kher,Ashish Vidyarthi,Arshi,Ankur Khanna,Comedy,Drama            ,
"Karma, Confessions and Holi",3.0,Manish Gupta,Rati Agnihotri,Armin Amiri,Kulraaj Anand,Farah Bala,Drama            ,,
Fruit & Nut,3.0,Kunal Vijaykar,Atmaram Bhende,Cyrus Broacha,Anisha Hinduja,Boman Irani,Comedy,Crime,Drama            
Radio: Love on Air,3.0,Ishaan Trivedi,Himesh Reshammiya,Shenaz Treasury,Sonal Sehgal,Paresh Rawal,Drama,Musical,Romance            
Hisss,2.9,Jennifer Lynch,Mallika Sherawat,Irrfan Khan,Jeff Doucette,Divya Dutta,Comedy,Drama,Horror            
NH-8: Road to Nidhivan,2.9,Munindra,Auroshika Dey,Arjun Fauzdar,Swaroopa Ghosh,Ravneet Kaur,Horror            ,,
Rajdhani Express,2.9,Ashok Kohli,Jimmy Sheirgill,Ishrat Ali,Nishant Balgovind,Sayali Bhagat,Action,Drama,Thriller            
Speed,2.9,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan,Aftab Shivdasani,Action,Crime,Thriller            
Aa Gaya Hero,2.9,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey,Sweta Sharma,Action            ,,
Go,2.8,Manish Srivastav,Gautam Gupta,Priyanka Kothari,Kay Kay Menon,Rajpal Yadav,Crime,Drama,Romance            
Money Hai Toh Honey Hai,2.8,Ganesh Acharya,Govinda,Manoj Bajpayee,Aftab Shivdasani,Upen Patel,Comedy,Drama            ,
Machhli Jal Ki Rani Hai,2.8,Debaloy Dey,Swara Bhaskar,Reema Debnath,Saurabh Dubey,Hritu,Horror            ,,
Mausam Ikrar Ke Do Pal Pyar Ke,2.8,Partho Ghosh,Mukesh J Bharti,Madalsa Sharma,Manju Bharti,Neelu Kohli,Drama            ,,
Veerey Ki Wedding,2.8,Ashu Trikha,Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda,Satish Kaushik,Comedy,Romance            ,
Amavas,2.8,Bhushan Patel,Ali Asgar,Vivan Bhatena,Nargis Fakhri,Sachiin Joshi,Horror,Thriller            ,
Karle Pyaar Karle,2.8,Rajesh Pandey,Shiv Darshan,Hasleen Kaur,Aham Sharma,Rumi Khan,Action,Romance            ,
Valentine's Night,2.7,Baadal,Kirshan Kumar,Shikhi Gupta,Sunny Hinduja,Prabhat Kumar,Romance,Thriller            ,
Trump Card,2.7,Arshad Khan,Vikrum Kumar,Haidar Ali,Urvashi Chaudhary,Mansi Dovhal,Action,Drama,Mystery            
Mumbai 125 KM 3D,2.7,Hemant Madhukar,Karanvir Bohra,Vedita Pratap Singh,Veena Malik,Joe Debroy,Drama,Horror,Mystery            
Zindagi 50 50,2.7,Rajiv S. Ruia,Veena Malik,Riya Sen,Rajan Verma,Arya Babbar,Comedy,Drama            ,
Dirty Politics,2.6,K.C. Bokadia,Anupam Kher,Atul Kulkarni,Awadhesh Mishra,Govind Namdeo,Drama            ,,
Gandhi to Hitler,2.6,Rakesh Ranjan Kumar,Raghuvir Yadav,Neha Dhupia,Aman Verma,Nassar Abdulla,Drama,History,War            
Love Story 2050,2.6,Harry Baweja,Harman Baweja,Priyanka Chopra,Boman Irani,Archana Puran Singh,Action,Adventure,Drama            
Tees Maar Khan,2.5,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna,Rajiv Laxman,Comedy,Crime            ,
Buddha Mar Gaya,2.5,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal,Heenaa Biswas,Comedy            ,,
Tell Me O Kkhuda,2.5,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor,Farooq Shaikh,Action,Crime,Drama            
Student of the Year 2,2.4,Punit Malhotra,Tiger Shroff,Tara Sutaria,Ananya Panday,Aditya Seal,Drama,Romance,Sport            
Honour Killing,2.3,Avtar Bhogal,Zara Sheikh,Sandeep Singh,Javed Sheikh,Tom Alter,Drama,Romance            ,
Mastizaade,2.3,Milap Zaveri,Tusshar Kapoor,Vir Das,Sunny Leone,Asrani,Comedy            ,,
Ghost,2.2,Puja Bedi,Shiney Ahuja,Sayali Bhagat,Julia Bliss,Kristian Hedegaard-Petersen,Horror            ,,
Karzzzz,2.1,Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar,Dino Morea,Action,Drama,Musical            
Hastey Hastey Follow Your Heart,2.0,Ramanjit Juneja,Tony,Jimmy Sheirgill,Rajpal Yadav,Shakti Kapoor,Comedy,Drama            ,
Jackpot,2.0,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi,Bharath Niwas,Comedy,Thriller            ,
Race 3,2.0,Remo D'Souza,Anil Kapoor,Salman Khan,Bobby Deol,Jacqueline Fernandez,Action,Thriller            ,
Welcome to New York,2.0,Chakri Toleti,Richard Harris,Jasmine Kaur,Sonakshi Sinha,Diljit Dosanjh,Comedy,Drama            ,
Drona,2.0,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan,Jaya Bhaduri,Action,Adventure,Fantasy            
Kyaa Kool Hain Hum 3,1.9,Umesh Ghadge,Tusshar Kapoor,Aftab Shivdasani,Krishna Abhishek,Mandana Karimi,Comedy            ,,
Himmatwala,1.7,Sajid Khan,Ajay Devgn,Tamannaah Bhatia,Mahesh Manjrekar,Paresh Rawal,Action,Comedy            ,
Namaste England,1.7,Vipul Amrutlal Shah,Hiten Patel,Parineeti Chopra,Arjun Kapoor,Shreya Mehta,Comedy,Drama,Romance            
Ram Gopal Varma Ki Aag,1.7,Ram Gopal Varma,Amitabh Bachchan,Mohanlal,Ajay Devgn,Vinod Jaywant,Action,Adventure,Comedy            
